date,vehicle_name,fleet_name,category,km_per_liter,idle_ratio,distance_km,anomaly_types,severity
2025-09-24,FK536LV,BOLOGNA,Default,9.096966911764707,0.4642444187494441,123.71875,High Idle (informational),0
2025-09-25,FK536LV,BOLOGNA,Default,10.1220703125,0.48319956468507685,64.78125,High Idle (informational),0
2025-09-26,FK536LV,BOLOGNA,Default,12.5,0.6672480537712171,86.25,High Idle (informational),0
2025-09-27,FK536LV,BOLOGNA,Default,14.446163366336634,0.34428120142405855,145.90625,High Idle (informational),0
2025-09-22,FF214CC,BOLOGNA,Default,17.89561170212766,0.6811235665507023,84.109375,High Idle (informational),0
2025-09-23,FF214CC,BOLOGNA,Default,9.758184523809524,0.5279477524123323,40.984375,High Idle (informational),0
2025-09-24,FF214CC,BOLOGNA,Default,18.33806818181818,0.38603646833013433,40.34375,High Idle (informational),0
2025-09-25,FF214CC,BOLOGNA,Default,11.4921875,0.48606711062261587,45.96875,High Idle (informational),0
2025-09-27,FF214CC,BOLOGNA,Default,14.991319444444445,0.5209755450990788,53.96875,High Idle (informational),0
2025-09-28,FF214CC,BOLOGNA,Default,15.801136363636363,0.6617413371913763,86.90625,High Idle (informational),0
2025-09-28,FF214CC,BOLOGNA,Default,15.801136363636363,0.6617413371913763,86.90625,High Idle (informational),0
2025-09-23,FE896VZ,BOLOGNA,Default,10.245535714285714,0.5289274424759244,86.0625,High Idle (informational),0
2025-09-24,FE896VZ,BOLOGNA,Default,12.787642045454545,0.6052610790741765,112.53125,High Idle (informational),0
2025-09-25,FE896VZ,BOLOGNA,Default,8.831845238095237,0.755821964999311,37.09375,High Idle (informational),0
2025-09-26,FE896VZ,BOLOGNA,Default,14.953703703703702,0.5007082680981138,80.75,High Idle (informational),0
2025-09-22,EB335ST,BOLOGNA,Default,8.28125,0.6424769147202607,26.5,High Idle (informational),0
2025-09-23,EB335ST,BOLOGNA,Default,9.566532258064516,0.7360141838620846,59.3125,High Idle (informational),0
2025-09-25,EB335ST,BOLOGNA,Default,7.667410714285714,0.5907112698928223,42.9375,High Idle (informational),0
2025-09-27,EB335ST,BOLOGNA,Default,17.650240384615383,0.6315138963121325,91.78125,High Idle (informational),0
2025-09-28,EB335ST,BOLOGNA,Default,11.462053571428573,0.5218972995662515,32.09375,High Idle (informational),0
2025-09-28,EB335ST,BOLOGNA,Default,11.462053571428573,0.5218972995662515,32.09375,High Idle (informational),0
2025-09-22,DV460VB,BOLOGNA,Default,28.06985294117647,0.5232845466641323,95.4375,High Idle (informational),0
2025-09-25,DV460VB,BOLOGNA,Default,20.399709302325583,0.5235868904577119,87.71875,High Idle (informational),0
2025-09-27,DV460VB,BOLOGNA,Default,21.782094594594593,0.4967381758875925,80.59375,High Idle (informational),0
2025-09-24,DR380SD,BOLOGNA,Default,23.09032206632653,0.37874330542354984,113.142578125,High Idle (informational),0
2025-09-22,GZ819LG,CAPANNORI - ASCIT,Default,9.68257397676991,0.3370817428384745,109.4130859375,High Idle (informational),0
2025-09-23,GZ819LG,CAPANNORI - ASCIT,Default,9.584425019054878,0.309407796101949,78.59228515625,High Idle (informational),0
2025-09-24,GZ819LG,CAPANNORI - ASCIT,Default,9.739395015495868,0.30658056580565807,117.8466796875,High Idle (informational),0
2025-09-25,GZ819LG,CAPANNORI - ASCIT,Default,9.66151975235849,0.3932504440497336,102.412109375,High Idle (informational),0
